Symbol,Date,Open,High,Low,Close,Volume
POW,2021-05-17,9.999697935422715,10.162294649819831,9.877750399624876,9.877750399624876,7355700.0
POW,2021-05-18,9.837101221025597,9.959048756823435,9.715153685227758,9.755802863827038,9919200.0
POW,2021-05-19,9.755802863827038,9.837101221025597,9.430609435032803,9.511907792231362,17202900.0
POW,2021-05-20,9.511907792231362,9.6338553280292,9.268012720635687,9.308661899234965,14892600.0
POW,2021-05-21,9.308661899234965,9.715153685227758,9.186714363437128,9.511907792231362,10073200.0
POW,2021-05-24,9.6338553280292,9.715153685227758,9.511907792231362,9.593206149429921,7294500.0
POW,2021-05-25,9.755802863827038,9.877750399624876,9.6338553280292,9.67450450662848,8904500.0
POW,2021-05-26,9.67450450662848,9.67450450662848,9.471258613632083,9.471258613632083,10227800.0
POW,2021-05-27,9.552556970830642,9.6338553280292,9.389960256433525,9.471258613632083,10037800.0
POW,2021-05-28,9.471258613632083,9.593206149429921,9.430609435032803,9.511907792231362,11050400.0
POW,2021-05-31,9.511907792231362,9.552556970830642,9.308661899234965,9.552556970830642,10786100.0
POW,2021-06-01,9.837101221025597,9.999697935422715,9.755802863827038,9.837101221025597,15306200.0
POW,2021-06-02,9.877750399624876,9.918399578224156,9.6338553280292,9.67450450662848,10585300.0
POW,2021-06-03,9.715153685227758,10.324891364216947,9.715153685227758,10.324891364216947,29483700.0
POW,2021-06-04,10.568786435812624,10.650084793011183,10.28424218561767,10.650084793011183,28089300.0
POW,2021-06-07,10.812681507408302,10.934629043206138,10.406189721415508,10.487488078614067,16365800.0
POW,2021-06-08,10.324891364216947,10.406189721415508,9.796452042426319,9.837101221025597,17997100.0
POW,2021-06-09,9.755802863827038,9.918399578224156,9.593206149429921,9.837101221025597,14736400.0
POW,2021-06-10,9.837101221025597,9.918399578224156,9.593206149429921,9.67450450662848,11610500.0
POW,2021-06-11,9.67450450662848,9.877750399624876,9.67450450662848,9.796452042426319,7187300.0
POW,2021-06-14,9.877750399624876,10.040347114021992,9.755802863827038,9.918399578224156,10929200.0
POW,2021-06-15,9.918399578224156,10.040347114021992,9.755802863827038,9.796452042426319,7093600.0
POW,2021-06-16,9.796452042426319,9.999697935422715,9.755802863827038,9.796452042426319,8674000.0
POW,2021-06-17,9.715153685227758,10.24359300701839,9.67450450662848,10.080996292621274,16648000.0
POW,2021-06-18,10.24359300701839,10.24359300701839,9.959048756823435,9.999697935422715,9572300.0
POW,2021-06-21,9.999697935422715,10.324891364216947,9.918399578224156,10.162294649819831,17757700.0
POW,2021-06-22,10.24359300701839,10.406189721415508,10.162294649819831,10.20294382841911,13555100.0
POW,2021-06-23,10.24359300701839,10.28424218561767,9.918399578224156,9.999697935422715,8212200.0
POW,2021-06-24,9.959048756823435,10.040347114021992,9.796452042426319,9.877750399624876,9627100.0
POW,2021-06-25,9.877750399624876,9.959048756823435,9.715153685227758,9.877750399624876,8387300.0
POW,2021-06-28,9.918399578224156,9.959048756823435,9.837101221025597,9.877750399624876,6854600.0
POW,2021-06-29,9.918399578224156,9.959048756823435,9.796452042426319,9.796452042426319,7940100.0
POW,2021-06-30,9.796452042426319,9.999697935422715,9.755802863827038,9.796452042426319,8169100.0
POW,2021-07-01,9.796452042426319,9.877750399624876,9.715153685227758,9.837101221025597,7807900.0
POW,2021-07-02,9.837101221025597,9.918399578224156,9.755802863827038,9.755802863827038,6398400.0
POW,2021-07-05,9.715153685227758,9.755802863827038,9.471258613632083,9.511907792231362,15564100.0
POW,2021-07-06,9.552556970830642,9.6338553280292,9.308661899234965,9.308661899234965,10712400.0
POW,2021-07-07,9.308661899234965,9.430609435032803,9.105416006238569,9.268012720635687,10777600.0
POW,2021-07-08,9.268012720635687,9.389960256433525,9.186714363437128,9.227363542036407,6718600.0
POW,2021-07-09,9.186714363437128,9.186714363437128,8.780222577444334,8.780222577444334,12818700.0
POW,2021-07-12,8.780222577444334,8.820871756043614,8.170484898455145,8.251783255653704,17743200.0
POW,2021-07-13,8.292432434252982,8.576976684447938,8.211134077054423,8.576976684447938,10774400.0
POW,2021-07-14,8.617625863047216,8.698924220245775,8.41437997005082,8.495678327249378,6468200.0
POW,2021-07-15,8.495678327249378,8.698924220245775,8.37373079145154,8.698924220245775,5825100.0
POW,2021-07-16,8.698924220245775,8.698924220245775,8.536327505848659,8.617625863047216,5733300.0
POW,2021-07-19,8.37373079145154,8.4550291486501,8.113576048416153,8.211134077054423,11011600.0
POW,2021-07-20,8.292432434252982,8.37373079145154,8.170484898455145,8.37373079145154,7529300.0
POW,2021-07-21,8.37373079145154,8.4550291486501,8.292432434252982,8.333081612852261,4317000.0
POW,2021-07-22,8.37373079145154,8.536327505848659,8.292432434252982,8.41437997005082,8910900.0
